NAMESPACE     NAME                                      READY   STATUS    RESTARTS   AGE
default       zfwwmktsm-5965d6f67b-2cv5s                1/1     Running   0          13m
default       zfwwmktsm-5965d6f67b-5knfv                1/1     Running   0          13m
default       zfyzcodyh-6968f79664-hlxvb                1/1     Running   0          13m
default       zfyzcodyh-6968f79664-hmr6t                1/1     Running   0          13m
default       zimpijgwl-d8f4b58cf-7bfj5                 1/1     Running   0          13m
default       zimpijgwl-d8f4b58cf-bcgb5                 1/1     Running   0          13m
default       zmdnkuavg-7476d45bfd-bttjm                1/1     Running   0          13m
default       zmdnkuavg-7476d45bfd-m4lgw                1/1     Running   0          13m
default       znxtbpdtb-679769db74-6c654                1/1     Running   0          39m
default       znxtbpdtb-679769db74-7dxpg                1/1     Running   0          39m
default       znxtbpdtb-679769db74-7wgdj                1/1     Running   0          39m
default       znxtbpdtb-679769db74-8pkcl                1/1     Running   0          39m
default       znxtbpdtb-679769db74-gvflz                1/1     Running   0          39m
default       znxtbpdtb-679769db74-jjxmm                1/1     Running   0          39m
default       znxtbpdtb-679769db74-mn9zn                1/1     Running   0          39m
default       znxtbpdtb-679769db74-xm5z8                1/1     Running   0          39m
default       zpmasctko-5d6cdb5465-6plsq                1/1     Running   0          21m
default       zpmasctko-5d6cdb5465-f5qff                1/1     Running   0          21m
default       zpmasctko-5d6cdb5465-hx2kb                1/1     Running   0          21m
default       zpmasctko-5d6cdb5465-jgxz4                1/1     Running   0          21m
default       zpmasctko-5d6cdb5465-kb2n8                1/1     Running   0          21m
default       zpmasctko-5d6cdb5465-m922w                1/1     Running   0          21m
default       zpmasctko-5d6cdb5465-rjtg5                1/1     Running   0          21m
default       zpmasctko-5d6cdb5465-xc27f                1/1     Running   0          21m
default       zqbkpc-676448dcb8-4f5nt                   1/1     Running   0          8h
default       zqbkpc-676448dcb8-685bx                   1/1     Running   0          8h
default       zruzfusmv-74bf589489-t75jg                1/1     Running   0          13m
default       zruzfusmv-74bf589489-zxsnl                1/1     Running   0          13m
default       zybaizfbk-5c4db4786d-2b5pk                1/1     Running   0          39m
default       zybaizfbk-5c4db4786d-cgg2x                1/1     Running   0          39m
default       zybaizfbk-5c4db4786d-crfcw                1/1     Running   0          39m
default       zybaizfbk-5c4db4786d-hk4vq                1/1     Running   0          39m
default       zybaizfbk-5c4db4786d-lhfpf                1/1     Running   0          39m
default       zybaizfbk-5c4db4786d-lx7kg                1/1     Running   0          39m
default       zybaizfbk-5c4db4786d-nck5s                1/1     Running   0          39m
default       zybaizfbk-5c4db4786d-qqc25                1/1     Running   0          39m
default       zykuzvbkw-5694c4fb66-lm7q9                1/1     Running   0          13m
default       zykuzvbkw-5694c4fb66-nmrxq                1/1     Running   0          13m
kube-system   coredns-6955765f44-6c726                  1/1     Running   0          29h
kube-system   coredns-6955765f44-j8hfs                  1/1     Running   0          29h
kube-system   etcd-k8s-raw1501-vm0                      1/1     Running   0          29h
kube-system   kube-apiserver-k8s-raw1501-vm0            1/1     Running   0          29h
kube-system   kube-controller-manager-k8s-raw1501-vm0   1/1     Running   0          29h
kube-system   kube-flannel-ds-amd64-2xsnj               1/1     Running   0          29h
kube-system   kube-flannel-ds-amd64-4b5rw               1/1     Running   0          29h
kube-system   kube-flannel-ds-amd64-8ljxv               1/1     Running   0          29h
kube-system   kube-flannel-ds-amd64-ctnlp               1/1     Running   0          29h
kube-system   kube-flannel-ds-amd64-dnq9p               1/1     Running   1          29h
kube-system   kube-flannel-ds-amd64-fb2xh               1/1     Running   0          29h
kube-system   kube-flannel-ds-amd64-ls8pw               1/1     Running   0          29h
kube-system   kube-flannel-ds-amd64-w4572               1/1     Running   0          29h
kube-system   kube-flannel-ds-amd64-wmr52               1/1     Running   0          29h
kube-system   kube-flannel-ds-amd64-xczqx               1/1     Running   0          29h
kube-system   kube-flannel-ds-amd64-xjjkj               1/1     Running   1          29h
kube-system   kube-proxy-54fwf                          1/1     Running   0          29h
kube-system   kube-proxy-6mz6d                          1/1     Running   0          29h
kube-system   kube-proxy-8g5pj                          1/1     Running   0          29h
kube-system   kube-proxy-8rkpn                          1/1     Running   0          29h
kube-system   kube-proxy-br9wq                          1/1     Running   0          29h
kube-system   kube-proxy-fbjt7                          1/1     Running   0          29h
kube-system   kube-proxy-fmnl4                          1/1     Running   0          29h
kube-system   kube-proxy-h6h2q                          1/1     Running   0          29h
kube-system   kube-proxy-snqbk                          1/1     Running   0          29h
kube-system   kube-proxy-tn22l                          1/1     Running   0          29h
kube-system   kube-proxy-x2cxk                          1/1     Running   0          29h
kube-system   kube-scheduler-k8s-raw1501-vm0            1/1     Running   0          29h
